Par,Vassom,År,Akvakultur,Jordbruk,Avløp,Industri,Bebygd,Bakgrunn
p,47,2009,21.355347950369563,0.0394926675522091,0.5043094365764935,0.0,0.0,1.1429567552970796
p,47,2010,65.29204060967392,0.0394926675522091,0.457893380786326,0.0,0.0,0.7598650507847413
p,47,2011,23.526034033108694,0.0394926675522091,0.500383380786326,0.0,0.0,1.2996683256425805
p,47,2012,63.77115635452174,0.039712106768796405,0.457893380786326,0.0,0.0,1.2687570882982029
p,47,2013,16.55283397219565,0.039273228335621906,0.500383380786326,0.0,0.0,1.026230132098918
p,47,2014,58.627011564065214,0.036225579798456496,0.5054038875751616,0.0,0.0,1.1744224677966932
p,47,2015,21.46499143095652,0.0431815899164887,0.5213737856902974,0.0,0.0,1.490400514256345
p,47,2016,57.4741590200217,0.0431826551554042,0.6344030922419882,0.0,0.0,1.1284349082528824
p,47,2017,29.60041240513044,0.0431858508721506,0.5169997521842162,0.0,0.0,1.103029855164462
p,47,2018,48.76822799132608,0.0397429986973451,0.5435567142987157,0.0,0.0,1.1509178129826054
p,47,2019,35.17152485373912,0.0397429986973451,0.5469313965142221,0.0,0.0,0.8218939898554626
p,47,2020,87.37537449384781,0.0397429986973451,0.446919449441597,0.0,0.0,1.2595749395007478
p,47,2021,17.524057179847823,0.0397429986973451,0.4470211632654205,0.0,0.0,0.7781826666912323
p,47,2022,86.15830775686956,0.0397429986973451,0.3188366826735362,0.0,0.0,1.1035659707105585
p,48,1990,0.225,0.16,1.853,0.0,0.1839699999999999,4.254
p,48,1991,0.224,0.16,1.853,0.0,0.1839699999999999,2.879
p,48,1992,0.223,0.16,1.853,0.0,0.1839699999999999,3.683
p,48,1993,0.292,0.16,1.822,0.0,0.1839699999999999,2.912
p,48,1994,0.357,0.16,5.142,0.0,0.1839699999999999,3.117
p,48,1995,0.487,0.16,5.512,0.0,0.1839699999999999,3.226
p,48,1996,0.54,0.1568865623743026,1.1928007053650047,0.0,0.1839699999999999,1.3156808545313357
p,48,1997,0.545,0.1568865623743026,1.309874235154703,0.0,0.1839699999999999,2.1335099394673227
p,48,1998,0.28,0.1568865623743026,7.110017663337234,0.0,0.1839699999999999,1.7285333343647542
p,48,1999,0.615,0.1568865623743026,5.1888638252477985,0.0,0.1839699999999999,2.0856454750022038
p,48,2000,0.0,0.1568865623743026,5.988132564354972,0.0,0.1839699999999999,2.3243685732313737
p,48,2001,0.0,0.5259650220606121,4.670186569666147,0.0,0.1839699999999999,1.5085782534344712
p,48,2002,0.0,0.5259650220606121,5.185603074750131,0.0,0.1839699999999999,1.8670926658448737
p,48,2003,0.0,0.5259650220606121,5.020683094727506,0.0,0.1839699999999999,1.6400054873183765
p,48,2004,0.0,0.5259650220606121,5.012192775089532,0.0,0.1839699999999999,1.7511288826033944
p,48,2005,0.0,0.5238769634966376,4.486230111991182,0.0,0.1839699999999999,2.4435827350270616
p,48,2006,0.0,0.5259650220606121,4.514034797995041,0.0,0.1839699999999999,1.8732103523968444
p,48,2007,0.0,0.5259650220606121,4.981545164798129,0.0,0.1839699999999999,2.377794703334469
p,48,2008,0.0,0.5230586702756205,4.529128506256612,0.0,0.1839699999999999,2.1523789645915605
p,48,2009,0.0,0.5230586702756205,3.97185604028677,0.0,0.1839699999999999,1.8484455734931304
p,48,2010,0.0,0.5230586702756205,3.5461056979396983,0.0,0.1839699999999999,1.2947719535993956
p,48,2011,0.0,0.5230586702756205,4.057972821494975,0.0,0.1839699999999999,1.899262219113172
p,48,2012,0.0,0.5259650220606121,3.6092771402093273,0.0,0.1839699999999999,1.917247326463163
p,48,2013,0.0,0.5201523184906288,3.9181468153344614,0.0,0.1839699999999999,1.7048111825727326
p,48,2014,0.0,0.4797878890883915,3.911148275360237,0.0,0.1839699999999999,2.2552167720439646
p,48,2015,0.0,0.5719164189718624,3.9199110812924682,0.0,0.1839699999999999,2.342064670984297
p,48,2016,0.0,0.5719305274756732,3.0607689203264696,0.0,0.1839699999999999,2.095174913325622
p,48,2017,0.0,0.571972852987105,3.0380857596531543,0.0,0.1839699999999999,2.128732716458178
p,48,2018,0.0,0.5263741686711205,3.3087689392870674,0.0,0.1839699999999999,2.279830346136783
p,48,2019,0.0,0.5263741686711205,2.8540476357626163,0.0,0.1839699999999999,1.7973516964071867
p,48,2020,0.0,0.5263741686711205,3.8142526049585608,0.0,0.1839699999999999,2.59884854247028
p,48,2021,0.0,0.5263741686711205,2.908207100637002,0.0,0.1839699999999999,1.873949822738601
p,48,2022,0.0,0.5263741686711205,3.673630357421449,0.0,0.1839699999999999,2.1935872109939165
p,49,1990,0.0,0.016,0.35,0.0,0.0,2.089
p,49,1991,0.0,0.016,0.35,0.0,0.0,1.417
p,49,1992,0.0,0.016,0.35,0.0,0.0,1.96
p,49,1993,0.0,0.016,0.366,0.0,0.0,1.613
p,49,1994,0.0,0.016,0.784,0.0,0.0,1.632
p,49,1995,0.0,0.016,0.801,0.0,0.0,1.727
p,49,1996,0.0,0.0162005448744408,0.2773205155125456,0.0,0.0,0.4658060044454788
p,49,1997,0.0,0.0162005448744408,0.28988721499668113,0.0,0.0,0.8317480991231364
p,49,1998,0.0,0.0162005448744408,0.2797969108208077,0.0,0.0,0.65956655108324
p,49,1999,0.0,0.0162005448744408,0.7482543772847008,0.0,0.0,0.7778374922552713
p,49,2000,0.0,0.0162005448744408,0.675455898350097,0.0,0.0,1.0187728279264543
p,49,2001,0.484141489,0.0543126180682693,0.765039240498655,0.0,0.0,0.5736709393590717
p,49,2002,0.0,0.0543126180682693,0.865194729570552,0.0,0.0,0.7497847716546945
p,49,2003,0.0,0.0543126180682693,0.8195821708575957,0.0,0.0,0.5794581901899957
p,49,2004,0.0,0.0543126180682693,0.818823110264892,0.0,0.0,0.6446847122522785
p,49,2005,0.0,0.054096999305552,0.8108733143539002,0.0,0.0,1.0507554584598555
p,49,2006,0.0,0.0543126180682693,0.8119668887124788,0.0,0.0,0.6601967047818263
p,49,2007,0.0,0.0543126180682693,0.8928612946056119,0.0,0.0,1.1175545186991167
p,49,2008,0.0,0.0540125000607033,0.8041487116663616,0.0,0.0,0.893855771835635
p,49,2009,0.0,0.0540125000607033,0.7980910309783542,0.0,0.0,0.7586755553001195
p,49,2010,0.0,0.0540125000607033,0.7113424000700539,0.0,0.0,0.5343390581091368
p,49,2011,0.0,0.0540125000607033,0.7114246015139664,0.0,0.0,0.7841212484633637
p,49,2012,0.0,0.0543126180682693,0.6350465565326545,0.0,0.0,1.0567911850146503
p,49,2013,0.0,0.0537123820531371,0.6779849254582424,0.0,0.0,0.9133864108995686
p,49,2014,0.0,0.0495442382684452,0.6766439302300499,0.0,0.0,1.0897681657198952
p,49,2015,0.0,0.059057687731583604,0.715034746325206,0.0,0.0,1.072500293142045
p,49,2016,0.0,0.0590591446151155,0.2473090093328834,0.0,0.0,0.8853712080680669
p,49,2017,0.0,0.059063515265711,0.22906885019955558,0.0,0.0,0.7489741143302368
p,49,2018,0.0,0.0543548676906938,0.2540117461950836,0.0,0.0,0.8331771025121205
p,49,2019,0.0,0.0543548676906938,0.24780598791317993,0.0,0.0,0.6947437773588262
p,49,2020,0.0,0.0543548676906938,0.2594236741415336,0.0,0.0,1.2247596522798043
p,49,2021,0.0,0.0543548676906938,0.77883278396257,0.0,0.0,0.833645774423687
p,49,2022,0.0,0.0543548676906938,0.24731002755679582,0.0,0.0,1.127075872924854
p,50,1990,0.0,0.0,0.623,0.0,0.0,7.881
p,50,1991,0.0,0.0,0.623,0.0,0.0,5.097
p,50,1992,0.0,0.0,0.623,0.0,0.0,6.515
p,50,1993,0.0,0.0,0.737,0.0,0.0,6.281
p,50,1994,0.0,0.0,0.574,0.0,0.0,5.948
p,50,1995,0.0,0.0,0.738,0.0,0.0,6.361
p,50,1996,0.0,0.0,0.7330966968900315,0.0,0.0,2.308129329292061
p,50,1997,0.0,0.0,0.7373189023302376,0.0,0.0,4.481377504578719
p,50,1998,0.0,0.0,0.729670535805956,0.0,0.0,3.535967518556549
p,50,1999,0.0,0.0,0.6683111751900982,0.0,0.0,4.146436381438293
p,50,2000,0.0,0.0,0.5721075764493785,0.0,0.0,5.143324854910262
p,50,2001,0.0,0.0,0.6274770035805506,0.0,0.0,2.710987005828293
p,50,2002,0.0,0.0,1.0514177349714735,0.0,0.0,3.857914042143518
p,50,2003,0.0,0.0,1.0288530896364236,0.0,0.0,2.899141087294084
p,50,2004,0.0,0.0,1.1622265297852161,0.0,0.0,3.134985881795399
p,50,2005,0.0,0.0,1.0773957341917468,0.0,0.0,4.829941251846018
p,50,2006,0.0,0.0,1.0368491659644985,0.0,0.0,2.9682833876962484
p,50,2007,0.0,0.0,0.9917728476975388,0.0,0.0,5.203131515916001
p,50,2008,0.0,0.0,0.9982443068307838,0.0,0.0,4.179419533922268
p,50,2009,0.0,0.0,0.6636688694803208,0.0,0.0,3.604554637915237
p,50,2010,0.0,0.0,0.6057424835607778,0.0,0.0,2.3673105546942708
p,50,2011,0.0,0.0,0.7718040835607777,0.0,0.0,3.699726111185928
p,50,2012,0.0,0.0,0.6877306835607779,0.0,0.0,4.426559033628141
p,50,2013,0.0,0.0,0.7858813361226635,0.0,0.0,3.025210298008433
p,50,2014,0.0,0.0,0.7864659361226636,0.0,0.0,3.694173704967941
p,50,2015,0.0,0.0,0.9076949361226635,0.0,0.0,4.154237615042551
p,50,2016,0.0,0.0,1.2473993361226636,0.0,0.0,3.497332564593694
p,50,2017,0.0,0.0,0.8018823361226636,0.0,0.0,3.4151843082914466
p,50,2018,0.0,0.0,0.8380617263808101,0.0,0.0,2.897667443518809
p,50,2019,0.0,0.0,0.791655193134124,0.0,0.0,2.4869156097912475
p,50,2020,0.0,0.0,0.9395637360867706,0.0,0.0,5.914243094223703
p,50,2021,0.0,0.0,0.8387272185216671,0.0,0.0,3.370269168017299
p,50,2022,0.0,0.0,0.8765920864571435,0.0,0.0,4.472201248834706
p,51,1990,0.0,0.27,0.752,0.0,0.0,3.545
p,51,1991,0.0,0.27,0.752,0.0,0.0,2.234
p,51,1992,0.0,0.27,0.752,0.0,0.0,2.825
p,51,1993,0.0,0.27,0.832,0.0,0.0,2.45
p,51,1994,0.0,0.27,0.606,0.0,0.0,2.454
p,51,1995,0.0,0.27,0.653,0.0,0.0,2.668
p,51,1996,0.0,0.2693498724784804,0.6549999999999997,0.0,0.0,1.0827564629050654
p,51,1997,0.0,0.2693498724784804,0.7209999999999996,0.0,0.0,1.8436949894422847
p,51,1998,0.0,0.2693498724784804,0.8762799999999997,0.0,0.0,1.537668462474808
p,51,1999,0.0,0.2693498724784804,0.8251739999999996,0.0,0.0,1.7757333315039712
p,51,2000,0.0,0.2693498724784804,0.7246199999999997,0.0,0.0,2.07635895865895
p,51,2001,0.0,0.9030002919062728,0.6192151999999997,0.0,0.0,1.1706780713928224
p,51,2002,0.0,0.9030002919062728,0.6527599999999998,0.0,0.0,1.5089664674441423
p,51,2003,0.0,0.9030002919062728,0.6037599999999996,0.0,0.0,1.292141931141013
p,51,2004,0.0,0.9030002919062728,0.6387599999999997,0.0,0.0,1.2180013239940768
p,51,2005,0.0,0.899415419502782,0.7913299999999998,0.0,0.0,1.7753992047725276
p,51,2006,0.0,0.9030002919062728,0.8957828999999998,0.0,0.0,1.1418699549478564
p,51,2007,0.0,0.9030002919062728,0.8957828999999998,0.0,0.0,1.741835529641908
p,51,2008,0.0,0.8980105370743875,0.9064387431799998,0.0,0.0,1.504362592038288
p,51,2009,0.0,0.8980105370743875,0.5276509512799997,0.0,0.0,1.3552687978085094
p,51,2010,0.0,0.8980105370743875,0.5033376874999999,0.0,0.0,0.8843561337953766
p,51,2011,0.0,0.8980105370743875,0.4721479344299996,0.0,0.0,1.4708827422313755
p,51,2012,0.0,0.9030002919062728,0.4328183618399996,0.0,0.0,1.584374359610982
p,51,2013,0.0,0.8930207822425017,0.4719083618399995,0.0,0.0,1.2387778849475335
p,51,2014,0.0,0.8237213231452956,0.4768246279999996,0.0,0.0,1.8024439782967812
p,51,2015,0.0,0.9818917068938998,0.4746266839999997,0.0,0.0,1.935165946971896
p,51,2016,0.0,0.9819159290047342,0.4746266839999997,0.0,0.0,1.9087130747560517
p,51,2017,0.0,0.9819885953372371,0.4901536649999997,0.0,0.0,1.5393994745009578
p,51,2018,0.0,0.9037027331204702,0.1179999999999998,0.0,0.0,1.594622691801372
p,51,2019,0.0,0.9037027331204702,0.4917834843999997,0.0,0.0,1.168516414122096
p,51,2020,0.0,0.9037027331204702,0.4917834843999997,0.0,0.0,1.992959672063768
p,51,2021,0.0,0.9037027331204702,0.4917834843999997,0.0,0.0,1.0863105376879525
p,51,2022,0.0,0.9037027331204702,0.4917834843999997,0.0,0.0,1.6234472743970376
p,52,1990,6.675,0.841,1.665,0.0,0.0,6.375
p,52,1991,6.638,0.841,1.665,0.0,0.0,4.586
p,52,1992,6.601,0.841,1.665,0.0,0.0,5.622
p,52,1993,8.669,0.841,2.784,0.0,0.0,4.457
p,52,1994,10.576,0.841,1.16,0.0,0.0,4.797
p,52,1995,14.43,0.841,1.736,0.0,0.0,4.911
p,52,1996,16.022,0.8016204509391255,2.2283271289464706,0.0,0.0,1.918094227014628
p,52,1997,16.174,0.8016204509391255,2.192700423626841,0.0,0.0,3.1740925234401525
p,52,1998,43.237,0.8016204509391255,2.694395885827937,0.0,0.0,2.9058023103639696
p,52,1999,18.239,0.8016204509391255,2.2980625577409217,0.0,0.0,3.398139580920623
p,52,2000,34.130262411,0.8016204509391255,2.0424816413511433,0.0,0.0,3.605726569938189
p,52,2001,10.697437741,2.687446979407428,2.630067857628034,0.0,0.0,2.1266530474944845
p,52,2002,17.75338803,2.687446979407428,1.0682656598139508,0.0,0.0,2.5454218587625697
p,52,2003,15.841032421335589,2.687446979407428,2.5433722653093445,0.0,0.0,2.5233718155002967
p,52,2004,25.3516571,2.687446979407428,3.422357732913628,0.0,0.0,2.55620257375313
p,52,2005,14.074375000000002,2.676777930240253,2.219616829401925,0.0,0.0,3.5793637546608323
p,52,2006,41.2270144122532,2.687446979407428,3.061262817744872,0.0,0.0,2.4299248300949183
p,52,2007,33.66956813826655,2.687446979407428,3.0769642001169264,0.0,0.0,3.4004212021474807
p,52,2008,36.04828239965218,2.672596816377441,3.0776831932599262,0.0,0.0,3.004104496208951
p,52,2009,23.94499044793478,2.672596816377441,3.077677501637029,0.0,0.0,2.789418416569192
p,52,2010,51.33672074739131,2.672596816377441,3.3054361950094187,0.0,0.0,1.8028858382933413
p,52,2011,23.50238178991304,2.672596816377441,4.273853278554739,0.0,0.0,2.964850183392844
p,52,2012,54.87552603078261,2.687446979407428,4.301951656742014,0.0,0.0,3.2353795792052606
p,52,2013,20.75175520721739,2.657746653347453,4.350836900205453,0.0,0.0,2.538335960945334
p,52,2014,57.06629332558694,2.451502398838745,5.395086329356436,0.0,0.0,2.874568694626864
p,52,2015,28.40841048599999,2.9222381492553358,7.999050533750438,0.0,0.0,3.7745075746406296
p,52,2016,60.453563129869536,2.922310237425385,5.798316581100452,0.0,0.0,2.8408787681304357
p,52,2017,21.70539591828261,2.9225265019355304,4.445648113124594,0.0,0.0,3.0875383276920347
p,52,2018,56.01676112073912,2.6895375363388347,3.998150674269344,0.0,0.0,3.058994499349587
p,52,2019,17.409895748999997,2.6895375363388347,2.378118020922985,0.0,0.0,2.327397159397457
p,52,2020,67.52002906649999,2.6895375363388347,2.2683923997033375,0.0,0.0,3.4049267550126188
p,52,2021,17.859005607391303,2.6895375363388347,1.801593803099042,0.0,0.0,2.0520987598599776
p,52,2022,72.67460500043478,2.6895375363388347,2.5520726132928417,0.0,0.0,2.7369196418017947
p,53,1990,21.406,0.725,1.114,0.0,0.0,5.717
p,53,1991,21.289,0.725,1.114,0.0,0.0,4.025
p,53,1992,21.171,0.725,1.114,0.0,0.0,5.113
p,53,1993,27.801,0.725,1.886,0.0,0.0,3.389
p,53,1994,33.916,0.725,1.203,0.0,0.0,3.849
p,53,1995,46.279,0.725,1.344,0.0,0.0,4.218
p,53,1996,51.384,0.7009414309625517,1.365189111406727,0.0,0.0,1.7243256308906356
p,53,1997,51.87,0.7009414309625517,1.407345807685079,0.0,0.0,2.574570970010661
p,53,1998,48.389,0.7009414309625517,1.7525003278329239,0.0,0.0,2.5127321820906388
p,53,1999,58.494,0.7009414309625517,1.4950424050633826,0.0,0.0,2.675890520824628
p,53,2000,60.808938779,0.7009414309625517,1.411700819545974,0.0,0.0,2.63845091586653
p,53,2001,79.389212533,2.3499187541622244,1.5265787036433347,0.0,0.0,1.941045607265743
p,53,2002,63.300157695,2.3499187541622244,1.3359977202053375,0.0,0.0,2.136500313615212
p,53,2003,96.98320996006596,2.3499187541622244,1.7899741073437703,0.0,0.0,2.3400960849604178
p,53,2004,65.55302526300001,2.3499187541622244,2.194248806833107,0.0,0.0,2.4637626173362515
p,53,2005,102.946375,2.3405896775630826,1.5947197817575403,0.0,0.0,3.334573239808711
p,53,2006,106.24315978451784,2.3499187541622244,2.0683994367959064,0.0,0.0,2.40993728869185
p,53,2007,157.35133336408356,2.3499187541622244,2.0352194367959067,0.0,0.0,3.0718910822967334
p,53,2008,95.65273253823912,2.3369336880850407,2.0352194367959067,0.0,0.0,2.6020218553252774
p,53,2009,204.0397793616304,2.3369336880850407,2.0271127375060036,0.0,0.0,2.4965019075026884
p,53,2010,93.68314061213044,2.3369336880850407,1.8604626562912507,0.0,0.0,1.8663809311600252
p,53,2011,226.1953561791391,2.3369336880850407,1.973587471746629,0.0,0.0,2.8512408759574157
p,53,2012,103.88540495726086,2.3499187541622244,1.8549493776797168,0.0,0.0,2.8361801363566217
p,53,2013,163.89502649171737,2.3239486220078565,2.0914177000360743,0.0,0.0,2.490025338204642
p,53,2014,111.2405902368913,2.143607485858229,2.0924170000318862,0.0,0.0,2.401141124724992
p,53,2015,177.71073422686956,2.5552214736446914,2.620517001626904,0.0,0.0,3.164465092566865
p,53,2016,137.24150888726106,2.5552845079460362,2.4691961553909487,0.0,0.0,2.5807073350156013
p,53,2017,162.9444542784131,2.5554736108500737,2.2257410685232273,0.0,0.0,3.353039824500492
p,53,2018,125.38495701293478,2.351746748901245,1.9644147525319564,0.0,0.0,2.666779692143781
p,53,2019,171.3786362146304,2.351746748901245,1.891947310957431,0.0,0.0,2.282405015197317
p,53,2020,213.89385853904344,2.351746748901245,2.2381967359048396,0.0,0.0,2.167916932793728
p,53,2021,160.3140538976087,2.351746748901245,2.0841497940074594,0.0,0.0,1.7839651027582517
p,53,2022,206.8274936750217,2.351746748901245,2.3385372791864554,0.0,0.0,2.6315434749482254
p,54,1990,56.667,0.526,3.614,0.0,0.0,4.488
p,54,1991,56.357,0.526,3.614,0.0,0.0,3.347
p,54,1992,56.046,0.526,3.614,0.0,0.0,4.307
p,54,1993,73.596,0.526,3.872,0.0,0.0,2.668
p,54,1994,89.786,0.526,3.445,0.0,0.0,2.916
p,54,1995,122.512,0.526,3.424,0.0,0.0,2.711
p,54,1996,136.029,0.5212985462536264,3.118,0.0,0.0,0.6344959988929478
p,54,1997,137.313,0.5212985462536264,3.899,0.0,0.0,0.7518423657588443
p,54,1998,178.122,0.5212985462536264,4.2298488,0.0,0.0,0.8342167372988741
p,54,1999,154.849,0.5212985462536264,4.069825000000001,0.0,0.0,0.8642820199263431
p,54,2000,166.979144053,0.5212985462536264,3.91192,0.0,0.0,0.8077785979964794
p,54,2001,160.621432723,0.8180114878774633,4.1456554,0.0,0.0,0.6817854522737214
p,54,2002,132.01183413,0.8180114878774633,3.98824,0.0,0.0,0.7009773426185358
p,54,2003,195.9466618331264,0.8035329137395376,4.00471,0.0,0.0,0.7936508430540737
p,54,2004,236.295110832,0.7999132702050565,3.93274,0.0,0.0,0.841140595525709
p,54,2005,166.18175000000002,0.8118622865061436,3.93897,0.0,0.0,1.0404732787751034
p,54,2006,244.2027258924151,0.8107722008085007,4.287381,0.0,0.0,0.8028028029944204
p,54,2007,253.43222604553424,0.8071525572740192,4.2181951,0.0,0.0,0.9812203024664542
p,54,2008,280.552157406587,0.8035329137395376,4.23002815,0.0,0.0,0.8636921429975309
p,54,2009,340.40686611526087,0.8035329137395376,4.24017655,0.0,0.0,0.837717721232771
p,54,2010,306.3634099665652,0.7999132702050565,4.22716625,0.0,0.0,0.7586347395059416
p,54,2011,396.2529522379565,0.7999132702050565,4.0450936952,0.0,0.0,1.063148470117292
p,54,2012,285.7316719837826,0.8216311314119445,3.9170077952000004,2.0,0.0,1.1183348539944915
p,54,2013,346.5692620593261,0.7926739831360937,4.0738793452,1.94,0.0,0.9021424410707344
p,54,2014,290.58700985354346,0.7364227660461806,4.0365569775,1.8,0.0,0.8708002827518407
p,54,2015,391.7535969170869,0.9174468691432349,4.04122513,1.7,0.0,1.1219490496244149
p,54,2016,377.8702783787609,0.919934500607087,4.0716932275,2.402,0.0,0.9264990112824584
p,54,2017,346.85141759843475,0.9185649057562023,4.15912098,1.32,0.0,1.1565803954311098
p,54,2018,365.0511874618695,0.8205550211719637,4.157,1.5,0.0,0.8806136024452044
p,54,2019,326.13227688958693,0.8205550211719637,4.1628466060000004,1.354,0.0,0.823742634345018
p,54,2020,321.88924046308694,0.8205410457143016,3.9644242288,1.5,0.0,0.8821204946526001
p,54,2021,353.6879424689347,0.8205410457143016,3.9695288559999997,1.5,0.0,0.6999860318737797
p,54,2022,342.9074103311739,0.8205410457143016,4.0841640964,1.3,0.0,0.831006806509511
p,55,1990,6.704,1.169,4.698,0.0,0.0,7.662
p,55,1991,6.667,1.169,4.698,0.0,0.0,5.675
p,55,1992,6.63,1.169,4.698,0.0,0.0,6.948
p,55,1993,8.706,1.169,6.874,0.0,0.0,4.87
p,55,1994,10.62,1.169,8.98,0.0,0.0,5.637
p,55,1995,14.492,1.169,8.484,0.0,0.0,6.109
p,55,1996,16.091,1.1189953845334897,9.144730462831472,0.0,0.0,2.270390944262817
p,55,1997,16.242,1.1189953845334897,9.173791666412116,0.0,0.0,3.328519132800234
p,55,1998,15.992,1.1189953845334897,8.247969547903566,0.0047,0.0,3.2128840753270134
p,55,1999,18.317,1.1189953845334897,7.8766758193633155,0.00376,0.0,3.54678016145888
p,55,2000,19.368257043,1.1189953845334897,7.088497413560573,0.0,0.0,3.6618177766862874
p,55,2001,34.095187488,1.7559056820866514,7.333185605911524,0.0,0.0,2.522180342396084
p,55,2002,33.017914305,1.7559056820866514,7.871062146800619,0.0,0.0,2.747258578144927
p,55,2003,22.66804388794497,1.7248266434984987,8.596200084500456,0.0,0.0,2.989720479731693
p,55,2004,45.741632739,1.7170568838514606,8.6892827027891,0.0,0.0,3.2512999621323124
p,55,2005,38.878875,1.7427060904082858,8.520274636819378,0.0,0.0,4.5227541851477255
p,55,2006,59.40205833862725,1.7403661627925753,9.451042773036852,0.0,0.0,3.237957213256056
p,55,2007,49.70294399807236,1.7325964031455368,8.838645152028334,0.0,0.0,4.026902425578754
p,55,2008,87.91326961923914,1.7248266434984987,8.935010367590891,0.0,0.0,3.6362556962384094
p,55,2009,55.51190402132608,1.7248266434984987,8.400934607307972,0.0,0.0,3.2856931811620536
p,55,2010,79.56645570876327,1.7170568838514606,7.980195325093757,0.0,0.0,2.4631325569165963
p,55,2011,47.150205973672826,1.7170568838514606,9.375615349491216,0.0,0.0,3.624960171345837
p,55,2012,93.32251523393478,1.7636754417336897,8.616723909262685,0.0,0.0,3.7215061635997655
p,55,2013,41.90399812565218,1.7015173645573842,9.429922080887419,0.0,0.0,3.0910418784498046
p,55,2014,78.40590408319562,1.5807710997723303,9.643862195541619,0.0,0.0,3.1838299707012747
p,55,2015,58.48760666693477,1.9693490793402317,9.278452642419596,0.0,0.0,4.089602395432346
p,55,2016,88.54507121921732,1.9746889141555706,7.3034843157687455,0.0,0.0,3.3149705486410737
p,55,2017,57.70648389319566,1.9717490050999342,6.896063134478171,0.0,0.0,4.426113467758873
p,55,2018,83.99232043076087,1.761365513189976,11.183642785865747,0.0,0.0,3.935820762310053
p,55,2019,52.92798949395652,1.761365513189976,5.443697354870297,0.0,0.0,3.2872246292408405
p,55,2020,79.16280405228261,1.7613355141179798,4.176188269885076,0.0,0.0,3.978552980778973
p,55,2021,63.49849361015217,1.7613355141179798,4.442569538465552,0.0,0.0,2.808535432258023
p,55,2022,85.46881366304346,1.7613355141179798,4.471206603144353,0.0,0.0,3.5610936007609157
p,56,1990,0.247,0.12,61.864,0.0,1.2316254458326694,2.751
p,56,1991,0.246,0.12,61.864,0.0,1.2316254458326694,2.203
p,56,1992,0.244,0.12,61.864,0.095,1.2316254458326694,2.775
p,56,1993,0.32,0.12,56.653,0.09,1.2316254458326694,1.847
p,56,1994,0.391,0.12,84.56,0.103,1.2316254458326694,2.074
p,56,1995,0.533,0.12,83.354,0.316,1.2316254458326694,2.385
p,56,1996,0.592,0.1190911734314404,58.41876024587524,0.0581331999999999,1.2316254458326694,0.8679890760196025
p,56,1997,0.598,0.1190911734314404,58.42404098525387,0.4390778,1.2316254458326694,1.0293839975973695
p,56,1998,0.791,0.1190911734314404,98.17568256074618,0.11,1.2316254458326694,1.0825420869170377
p,56,1999,0.674,0.1190911734314404,91.8771009618595,1.544,1.2316254458326694,1.2028219237893156
p,56,2000,0.030250011,0.1190911734314404,103.051473199503,0.472,1.2316254458326694,1.1496585740954093
p,56,2001,11.269687531,0.1868755412264837,79.0589328289672,0.396,1.2316254458326694,0.8861800774086446
p,56,2002,13.471160355,0.1868755412264837,113.32307907067106,0.0,1.2316254458326694,0.9628269916133848
p,56,2003,15.196631891307849,0.183567896507174,102.9807306481159,0.0,1.2316254458326694,0.9959185806445896
p,56,2004,17.006810249,0.1827409853273465,109.85899309552451,0.0,1.2316254458326694,1.0580560811243411
p,56,2005,13.86,0.1854707500329545,117.88978100482284,0.0,1.2316254458326694,1.3757469864632506
p,56,2006,37.39349391279213,0.1852217188668289,103.98794617228907,0.0,1.2316254458326694,1.0799600169367098
p,56,2007,32.92937294911512,0.1843948076870014,114.710786643767,0.0,1.2316254458326694,1.302134403364826
p,56,2008,28.779061027695658,0.183567896507174,109.39829381000564,0.0,1.2316254458326694,1.195448207821731
p,56,2009,14.667592117260872,0.183567896507174,95.06816778250075,0.0,1.2316254458326694,1.054491728054775
p,56,2010,33.05212502671739,0.1827409853273465,96.32105941163296,0.0,1.2316254458326694,0.8452477859672958
p,56,2011,28.426797341478256,0.1827409853273465,97.99338478883364,0.0,1.2316254458326694,1.124315644857587
p,56,2012,8.483310270130435,0.1877024524063112,97.31876083161099,0.0,1.2316254458326694,1.225996902636619
p,56,2013,28.676277790304344,0.1810871629676917,88.92721654765664,0.099,1.2316254458326694,1.0657200264222657
p,56,2014,22.568929718217383,0.1682365162541572,105.63493888051758,0.0536,1.2316254458326694,1.0565213761651553
p,56,2015,44.63440891004347,0.209591653367303,41.8780392305737,0.0,1.2316254458326694,1.315478651716114
p,56,2016,20.7977275775218,0.2101599552592307,93.82643256054205,0.043,1.2316254458326694,1.1020693566862187
p,56,2017,67.0820007281087,0.2098470699479446,94.21649280593688,0.047,1.2316254458326694,1.2805188644592669
p,56,2018,19.22652770126087,0.1874566139474435,64.39138099339506,0.043,1.2316254458326694,1.137596075193304
p,56,2019,46.47850629821738,0.1874566139474435,70.48603917078265,0.067,1.2316254458326694,1.0108991206717632
p,56,2020,17.976759843521737,0.1874534212401855,77.96444655248048,0.082,1.2316254458326694,1.26540807934916
p,56,2021,30.40888957441304,0.1874534212401855,95.67768476655755,0.088,1.2316254458326694,0.9469839938085592
p,56,2022,25.99776689445652,0.1874534212401855,93.47978012600811,0.088,1.2316254458326694,1.0822348814931628
p,57,1990,22.686,0.0,10.649,0.0,0.0,1.894
p,57,1991,22.562,0.0,10.649,0.0,0.0,1.337
p,57,1992,22.438,0.0,10.649,0.0,0.0,1.248
